Unnamed: 0,TweetID,Permalink,To,Text,Date,Retweets,Mentions,Hashtags
5232,1286696585901088768,https://twitter.com/WilliamPine2/status/1286696585901088768,Baligubadle1,"Don't worry Donny, keep fighting for the traitor names, while 145,000 Americans are dead from the Covid-19. At least you have your priorities in order. I fee so safe since you aced the cognitive acuity test that they only give to people thew fear have signs of dementia. Good show",2020-07-24 16:15:46+00:00,0,,
5235,1286689529915613184,https://twitter.com/BackusYoder/status/1286689529915613184,SteveSchmidtSES,People dying and he brags he doesn't have dementia. Have him memorize the dates he refused to acknowledge the seriousness of covid-19 and see it he can recall them!!!!!!,2020-07-24 15:47:44+00:00,0,,
5237,1286686516656386050,https://twitter.com/JohnPow03647158/status/1286686516656386050,asbinvancity,"Ugh I recently worked 2 weeks in a Covid positive dementia unit. Had to wear a N95 plus an additional mask for 3 - 12 hour days. Plus the gown, gloves, goggles (when you entered a room) it was brutal",2020-07-24 15:35:45+00:00,0,,
5238,1286681502684557319,https://twitter.com/Fictionalmuse1/status/1286681502684557319,,Lavender. Tequila-scented hand sanitizer. Fennel pollen. Curry. Coffee. Lavender. Tequila-scented hand sanitizer. Fennel pollen. Curry. Coffee. (The things I sniff daily to see if I'm still suffering from olfactory dementia due to Covid-19.),2020-07-24 15:15:50+00:00,0,,
5242,1286675765581344772,https://twitter.com/OrleansMA/status/1286675765581344772,,Managing Dementia Care in the Time of COVID-19 with TEEPA SNOW ,2020-07-24 14:53:02+00:00,0,,
5246,1286672957172068353,https://twitter.com/ThomasLCooke/status/1286672957172068353,jayray1107,And what is causing the so many COVID-19 deaths in Texas? It’s the people who are thinking like Dementia Donny and Sen. Cornyn on wearing a mask. Good Thinking ! Stay that way and the voting roles in Texas will move more toward the Dems. Thinking.,2020-07-24 14:41:52+00:00,0,,
5251,1286659223884107777,https://twitter.com/MrK00001/status/1286659223884107777,MrK00001,"@WilsonC75HT (Glasgow Evening Times) Sedation to manage 'lockdown distress' may have led to dementia deaths Of ""deaths involving Covid-19 ... 92% had at least one pre-existing condition with dementia accounting for almost a third."" ",2020-07-24 13:47:18+00:00,2,@WilsonC75HT,
5253,1286648780176203777,https://twitter.com/LibrarianVee/status/1286648780176203777,RepSpeier,Fearmongerer & idiot -goal was never to STOP a virus -the highest co-morbidity for covid is dementia -for transmission you need proximity+time+restricted airflow+age.,2020-07-24 13:05:48+00:00,0,,
5257,1286634578329907200,https://twitter.com/alanvibe/status/1286634578329907200,Jollyanna7,"PM driving changes to ads etc on basis of COVID. Dementia heart disease cancer strokes all big costs ; aging population live longer than ever: behaviour nudging/ more, particularly when not elected on that, is dubious. Gov should back big development of society",2020-07-24 12:09:22+00:00,0,,
5258,1286633988447248385,https://twitter.com/kamranalishah/status/1286633988447248385,,"Media anchors showing signs of selective dementia on drop in Covid-19 figures in Pakistan They r frustrated at losing an opportunity to bash @ImranKhanPTI Demonstrates their negative attitude, they are allergic to any good news 4 Pakistan #PTI #Pakistan #PakistanMovingForward",2020-07-24 12:07:02+00:00,6,@ImranKhanPTI,#PTI #Pakistan #PakistanMovingForward
5266,1286602937448398848,https://twitter.com/oldgagey/status/1286602937448398848,Jimcorrsays,I actually know somebody who’s elderly relative died of dementia and quite clearly so. COVID on the death certificate.,2020-07-24 10:03:38+00:00,0,,
5268,1286598064803897344,https://twitter.com/Reddkl/status/1286598064803897344,seanhannity,"When nurses readjust patients heads, they are so close they literally are breathing in the exhaled air through the patient's nose. Now they CAN'T because of COVID. Reading comprehension problems are bad, but listening comprehension problems are signs of dementia.",2020-07-24 09:44:17+00:00,0,,
5276,1286551290282156034,https://twitter.com/old_eejit/status/1286551290282156034,GovMikeHuckabee,Gates is contributing to the fight against the COVID pandemic which is more than can be said for Dementia Don ,2020-07-24 06:38:25+00:00,1,,
5278,1286546599485870080,https://twitter.com/ish_michelle/status/1286546599485870080,,Sedating dementia patients to ease lockdown distress may have caused surge in covid deaths ,2020-07-24 06:19:46+00:00,0,,
5281,1286541620847009793,https://twitter.com/HelloCareAU/status/1286541620847009793,,COVID-19 has thrown up unique and unprecedented challenges for those living with #dementia and their loved ones. Leading dementia experts explain how we can deliver the best care during difficult times. @OPAN_AU @DementiaAus,2020-07-24 05:59:59+00:00,1,@OPAN_AU @DementiaAus,#dementia
5283,1286519732775071747,https://twitter.com/DrHubaEvaluator/status/1286519732775071747,,How to Tell a Person with Dementia About COVID-19 ,2020-07-24 04:33:01+00:00,6,,
5284,1286507359653822467,https://twitter.com/RCPrentice/status/1286507359653822467,Gardeniagal4,"Simplified example You have 4 men all with life expectancy of 75 years. Bob dies of COVID at 65 so 10 years lost. Todd dies of heart disease at 73 so 5 years lost. Will dies of dementia at 74, 1 year lost. Charlie dies of stroke at 69, 6 years lost.",2020-07-24 03:43:51+00:00,0,,
5290,1286486418773155840,https://twitter.com/NatalieGNichols/status/1286486418773155840,NatalieGNichols,"@TexasHHSC, England/Wales data reveals that, beyond deaths linked to Covid-19, there were 83% more deaths from dementia than usual in April, because a reduction in essential medical care and family visits were taking a devastating toll. — @guardian",2020-07-24 02:20:38+00:00,0,@TexasHHSC @guardian,
5291,1286480184619630592,https://twitter.com/ELDAC_agedcare/status/1286480184619630592,,"How to balance safety measures with person-centred care within the context of COVID-19 restrictions - recording now available with: . Craig Gear @OPAN_AU . Maree McCabe @DementiaAus . Dr Melanie Wroth RPA Hosp  and  @AgedCareQuality . Wendy Henderson, Centre for #Dementia Learning ",2020-07-24 01:55:52+00:00,1,@OPAN_AU @DementiaAus @AgedCareQuality,#Dementia
5292,1286479848920231936,https://twitter.com/bezzeride/status/1286479848920231936,ddale8,"No one wants to spread COVID  and  stupidity at the same time. Good mercy, have some mercy for the people of Michigan. You can televise your lies  and  dementia over the air waves so it is safe for them to enjoy your comedy routine. Are you going to identify more animals? Do a cat now. ",2020-07-24 01:54:32+00:00,0,,
5294,1286468678519853057,https://twitter.com/Lillergrly/status/1286468678519853057,ChuckGrassley,Hahahahaha @ChuckGrassley ... Now you are showing signs of Dementia! That seems to be as contagious as Covid for you GOP’ers!,2020-07-24 01:10:09+00:00,0,@ChuckGrassley,
5297,1286457473499504640,https://twitter.com/LiquidYear/status/1286457473499504640,pastelhoodie,Dementia caregiver during covid: 13 w/no hazard pay,2020-07-24 00:25:37+00:00,0,,
5298,1286455643952549888,https://twitter.com/gvanantwerp/status/1286455643952549888,,Exciting hearing about how @MemoryCare has pivoted to #virtualcare during #COVID helping #dementia related services.,2020-07-24 00:18:21+00:00,0,@MemoryCare,#virtualcare #COVID #dementia
5300,1286451936900907008,https://twitter.com/WhatNewsScience/status/1286451936900907008,LeightonRW07,.@GMB what a shining example this 13 yr old is setting would love to see him covered on your show the #dementia patients have suffered so much during #COVID such a positive action from one so young @Lauratobin1 what will the weather be for the remaining days of his run?,2020-07-24 00:03:37+00:00,0,@GMB @Lauratobin1,#dementia #COVID
5301,1286450211112591372,https://twitter.com/WhatNewsScience/status/1286450211112591372,drjonesaa,.@AlzResearchUK we need a good hard look at the drugs that #Alzheimers patients are being given. @johnpringdns @WOWpetition #Covid_19 #carehomes #dementia @DementiaUK,2020-07-23 23:56:46+00:00,1,@AlzResearchUK @johnpringdns @WOWpetition @DementiaUK,#Alzheimers #Covid_19 #carehomes #dementia
5303,1286448775633002496,https://twitter.com/CherylMichaud7/status/1286448775633002496,MollyJongFast,I believe the Cheeto in Chief confused Cognitive with Covid. Perhaps a sign of dimentia?,2020-07-23 23:51:03+00:00,0,,
5305,1286445199556673537,https://twitter.com/NikkiUSA7/status/1286445199556673537,ProudOhioNative,I see what you are saying but I also don’t see people wanting to go out in the middle of Covid and vote for someone who clearly has dementia.,2020-07-23 23:36:51+00:00,0,,
5306,1286445030698373120,https://twitter.com/WhatNewsScience/status/1286445030698373120,drjonesaa,".@johnpringdns this makes so much sense, we must protest with all our might @WOWpetition please include the elderly and #dementia sufferers in your tweets and reports. #Covid_19 has been a massive killer of our beloved elders",2020-07-23 23:36:10+00:00,1,@johnpringdns @WOWpetition,#dementia #Covid_19
5307,1286444325770076163,https://twitter.com/WhatNewsScience/status/1286444325770076163,drjonesaa,.@johnpringdns please take a look at these crimes. The elderly and those with dementia are at high risk. the gov cannot be allowed to get away with this. the treatment during #COVID in #carehomes has been nothing short of #corporatemanslaughter,2020-07-23 23:33:22+00:00,1,@johnpringdns,#COVID #carehomes #corporatemanslaughter
5308,1286441563912990720,https://twitter.com/MarkCha43805767/status/1286441563912990720,tedlieu,"No. Taiwanese people just know it's bogus and have no interest in counting dementia, flu and motorcycle deaths as Covid.",2020-07-23 23:22:24+00:00,0,,
5311,1286422742674427906,https://twitter.com/elelouis/status/1286422742674427906,DanRather,"🤣🤣Exactly.. if you “ passed” talk about something else.. like covid spikes, russian contract on US soldiers, racial inequality and police brutality, the rise of totalitarianism under DTs administration.. anything but how you spelled “ cat” correctly on a dementia test",2020-07-23 22:07:37+00:00,1,,
5314,1286418824028475393,https://twitter.com/sualau/status/1286418824028475393,,Campaign rally: Classic 45 Word Salad is dominating the Q & A session. Back to the stream-of-dementia answers. #presser #coronavirus #COVID19 #COVID,2020-07-23 21:52:02+00:00,0,,#presser #coronavirus #COVID19 #COVID
5316,1286416840957267968,https://twitter.com/Argenscore/status/1286416840957267968,mmamas1973,"COVID-19 IN ENGLAND  and  WALES In #COVID deaths: HTN, Dementia, Resp disease and DM more common. Non-covid deaths: cancer much more common Non covid deaths have actually increased during pandemic With CV deaths&gt;than expected, w/place of death shifted from hospitals to nursing homes. ",2020-07-23 21:44:10+00:00,2,,#COVID
5319,1286412324572737542,https://twitter.com/HCruysweegs/status/1286412324572737542,rhys_canon,"Lower than 5 year average death rates in June in the UK, after Covid absorbed pretty much all heart disease, cancer, stroke, pneumonia and dementia deaths 🧐 ",2020-07-23 21:26:13+00:00,0,,
5320,1286412302405611520,https://twitter.com/its___kevo/status/1286412302405611520,UtknoxC,Compared to a man that brags about being able to pass a test for dementia like it’s the “hardest test” in the world... you truly are living in an alternate reality. “I have the best words.” “Maybe we could inject bleach to cure COVID-19?” ,2020-07-23 21:26:07+00:00,1,,
5323,1286410079986569216,https://twitter.com/ToplessVegas/status/1286410079986569216,FYMYAWF,Covid has a death rate 1/10th the death rate of the flu. No bars should be closed down at all and the limited occupancy rules are a sign of the governor's dementia.,2020-07-23 21:17:18+00:00,0,,
5328,1286405840568713216,https://twitter.com/HealthProPress/status/1286405840568713216,,30 Dementia Care Activities During COVID-19 ,2020-07-23 21:00:27+00:00,0,,
5332,1286401176037097473,https://twitter.com/DiverseAlz/status/1286401176037097473,,Question 7 asked about imagery in long term care homes as well as thoughts of images you've seen re: dementia and covid #diversealz,2020-07-23 20:41:55+00:00,1,,#diversealz
5334,1286398591834238979,https://twitter.com/WhatNewsScience/status/1286398591834238979,LeightonRW07,.@johnpringdns we so often forget about #Dementia patients in the covid crisis. any support for this young runner would be greatly appreciated #charity #fundraising,2020-07-23 20:31:39+00:00,1,@johnpringdns,#Dementia #charity #fundraising
5335,1286398581415477248,https://twitter.com/DiverseAlz/status/1286398581415477248,,"@LTCcovid @AdelinaCoHe Good evening. It's always good to go to the source! Do you have any information on dementia, images and covid? Wonder if there's any research too @nchadborn @ClarissaGiebel @CatherineTalb so relevant. #diversealz",2020-07-23 20:31:36+00:00,1,@LTCcovid @AdelinaCoHe @nchadborn @ClarissaGiebel @CatherineTalb,#diversealz
5336,1286398029445177346,https://twitter.com/DiverseAlz/status/1286398029445177346,,Question 7 Images and long term care facilities...any thoughts and also asking about images of dementia and covid. What will yours be? #diversealz,2020-07-23 20:29:24+00:00,2,,#diversealz
5337,1286397063102488576,https://twitter.com/Matt_Hopcraft/status/1286397063102488576,,"Perception is the majority of COVID-19 deaths are in people who don't have a long expected lifespan. Australians who died lost more years than those who died of coronary heart disease, dementia  and  stroke. Average years lost - 17 for men  and  14 for women. ",2020-07-23 20:25:34+00:00,0,,
5343,1286384044637265921,https://twitter.com/RoseCoates13/status/1286384044637265921,SaskiaPopescu,Do you know what COVID-19 stands for? China Originated Virus IDentifier #19. What SHOULD we call it? Democrat Dementia Disease?,2020-07-23 19:33:50+00:00,0,,
5349,1286376470525415424,https://twitter.com/DiverseAlz/status/1286376470525415424,,"Dementia and imagery is a topic we've focused on a number of times, so we've got 3 questions to start and then we're going to be dictated by the timeline. That said, we'll also look specifically at Covid/postcovid towards the end #diversealz",2020-07-23 19:03:44+00:00,4,,#diversealz
5352,1286368996695199744,https://twitter.com/CosmicDisrupt/status/1286368996695199744,clairecmc,"Dementia tests SHOULD be required for a bungling, insane criminal/traitor who's gotten 4,038,967 Americans infected, 145,384 Americans killed  and  kept 10s of millions of Americans jobless, b/c he thinks he can lie  and  distract until COVID-19 disappears. ",2020-07-23 18:34:03+00:00,0,,
5359,1286356600572096512,https://twitter.com/J_NO_LIFE/status/1286356600572096512,suz2772,Dementia test or Covid? 🤷,2020-07-23 17:44:47+00:00,0,,
5367,1286338009659473922,https://twitter.com/rowieboat/status/1286338009659473922,,"After demographics, let us know if the patient is positive for: COVID-19 Hep B/C HIV/AIDS has Alzheimer’s or dementia has any cancer or IVDA hx sepsis (have blood cx on hand)",2020-07-23 16:30:55+00:00,0,,
5368,1286337527809323009,https://twitter.com/AlzheimersSD/status/1286337527809323009,,"With the stress of COVID-19, we know firsthand that many dementia care partners are thinking: I feel so alone. For longtime support  and  discussion group leaders Lynne Smith and Janet Hartshorne, these are familiar concerns. KEEP READING &gt;&gt; ",2020-07-23 16:29:00+00:00,0,,
5370,1286337380962762758,https://twitter.com/SoulM8dSunshine/status/1286337380962762758,,@fordnation @VeraEtches @DrFullertonMPP @ottawahealth @RyersonNIA @celliottability please watch this @teepasnow video care for people who have dementia. Round table next Tuesday at 8 am brainstorming for change #LongTermCare #Dementia #COVID #communitycircleofcare,2020-07-23 16:28:25+00:00,0,@fordnation @VeraEtches @DrFullertonMPP @ottawahealth @RyersonNIA @celliottability @teepasnow,#LongTermCare #Dementia #COVID #communitycircleofcare
5372,1286333223388221445,https://twitter.com/DeeDeeVirag/status/1286333223388221445,,@LindseyGrahamSC please consider joining the round table discussion about Covid and dementia caregivers with Teepa Snow. She is well respected caregiver for people with cognitive impairment and is looking for compromises for these patients. We need your help and input.,2020-07-23 16:11:54+00:00,0,@LindseyGrahamSC,
5373,1286333035563147267,https://twitter.com/DeeDeeVirag/status/1286333035563147267,,@SenatorTimScott please consider joining the round table discussion about Covid and dementia caregivers with Teepa Snow. She is well respected caregiver for people with cognitive impairment and is looking for compromises for these patients. We need your help and input.,2020-07-23 16:11:09+00:00,0,@SenatorTimScott,
5378,1286324515363069952,https://twitter.com/arid00/status/1286324515363069952,chrisstlmo,The US with 4% of the world population has 25% of COVID cases. The POTUS has no control over that. He did correctly point out an elephant in a dementia screen.,2020-07-23 15:37:17+00:00,0,,
5381,1286316932879265792,https://twitter.com/SCarolinaCiara/status/1286316932879265792,CharmedMagnolia,"Thanks, lady. She's suffering no longer, which I'm thankful about since she suffered so much the last few months. She was positive for Covid-19, but she died of kidney failure. She had been having kidney troubles for over a year. She also had advanced Alzheimer's and dementia.",2020-07-23 15:07:10+00:00,0,,
5384,1286306761729880068,https://twitter.com/Vulcans_resist/status/1286306761729880068,thehill,That... and the occupations... and the COVID response...and the bragging about dementia tests... and the attacks on mail-in ballots... and the veto threat on troops' pay raise to keep traitors' names on US bases... and trying to destroy healthcare... and trying to destroy USPS...,2020-07-23 14:26:45+00:00,1,,
5394,1286295904190787585,https://twitter.com/writerhaha/status/1286295904190787585,TJSin2Costa,"You mean the guy who’s not bragging about passing a test given to dementia patients, can work an umbrella, has had 140k people die of COVID, and renounced Russian bounties? Sure.",2020-07-23 13:43:36+00:00,0,,
5395,1286295116504801283,https://twitter.com/TheOwlSpeaks/status/1286295116504801283,BillKristol,COVID testing is a lot harder to solve than the 30 question dementia screening he was given.,2020-07-23 13:40:28+00:00,0,,
5397,1286292518548602881,https://twitter.com/TestWithScience/status/1286292518548602881,ABC,Testing is good if it a dementia one but bad if it's a covid one? #Hypocrisy,2020-07-23 13:30:09+00:00,0,,#Hypocrisy
5400,1286290747566817280,https://twitter.com/HParf/status/1286290747566817280,sionmun,"Funny how someone who seems to know so much about Welsh affairs, including that Covid regulations in Wales differed from those in England, forgot all of that on the day  and  suddenly didn't know that they differed. Maybe he should get himself booked in for a dementia assessment.",2020-07-23 13:23:07+00:00,0,,
5401,1286289277849141249,https://twitter.com/DavidDelos4/status/1286289277849141249,,"Looking at the increase in COVID.... Portland... dementia test hoopla... All the ""honeydippers"" in Lenox Twp won't be able to clear out the cesspool... !",2020-07-23 13:17:16+00:00,0,,
5408,1286280201438146566,https://twitter.com/RaiderD1/status/1286280201438146566,ozarkmomma2,Do u think it might be a covid pass word meaning ? DEMENTIA,2020-07-23 12:41:12+00:00,0,,
5421,1286253736717844483,https://twitter.com/CarlBurns1878/status/1286253736717844483,l_herdman,At the cost of what will inevitably be many more deaths than Covid could ever have inflicted. Hospitals have been empty but completely closed to the public. Cancer ? Nah don't worry about it ! Dementia ? Cured by covid apparently. Heart conditions ? You'll be just fine 🤷‍♂️,2020-07-23 10:56:02+00:00,0,,
5422,1286252582269267968,https://twitter.com/HCruysweegs/status/1286252582269267968,WendyRo11208996,"Fewer deaths in June than the last 5 year average. Covid has cured heart disease, pneumonia, stroke, cancers and dementia too. All a negative figure and absorbed by covid. Time for everyone to wake up from their coma now. ",2020-07-23 10:51:27+00:00,0,,
5433,1286211967292710913,https://twitter.com/JDementiaCare/status/1286211967292710913,,More research needed to understand the links between dementia and Covid-19 following news that dementia was the most common underlying condition for people dying from Covid-19 in Scotland. ,2020-07-23 08:10:04+00:00,1,,
5435,1286207323548069888,https://twitter.com/emmastanley86/status/1286207323548069888,niagaragolfgirl,"It’s not just cancer patients sacrificed to covid patients, blood disorders, dementia’s, heart disease, kidney and liver disease, all postponed reducing prognosis for these people",2020-07-23 07:51:37+00:00,0,,
5436,1286202097105547264,https://twitter.com/DanRunsLong/status/1286202097105547264,woowoogie,Wrong. When he’s speaking in word salad fragments that is not planned. It’s not gaslighting. It’s some combination of dementia/delusion/stupidity/drugs. That is not how he gaslights. He gaslights on the south lawn with comments about China and such. Covid “briefing” is NOT that.,2020-07-23 07:30:51+00:00,0,,
5439,1286192297877450752,https://twitter.com/GreinerKM/status/1286192297877450752,ProjectLincoln,You can’t get a covid test but we can get a dementia test free? 🤷🏼‍♀️,2020-07-23 06:51:54+00:00,0,,
5440,1286187898283360257,https://twitter.com/MagnusAetheling/status/1286187898283360257,Reuters,"I would say that old dementia patient needs to be put in a home, but I wouldn't want him to die like the thousands of people in NY did because their incompetent governor forced Covid patients into them.",2020-07-23 06:34:25+00:00,0,,
5442,1286185509853622272,https://twitter.com/ThatAryeGross/status/1286185509853622272,,"your covid dementia name is ""person, woman, man, camera, TV”",2020-07-23 06:24:56+00:00,1,,
5443,1286177671819468805,https://twitter.com/Johngcole/status/1286177671819468805,,btw they only give cognitive tests to people who they suspect have dementia they don't just give them to everyone so bragging about doing well on one is like bragging about not testing positive for covid,2020-07-23 05:53:47+00:00,7,,
5445,1286167906913583104,https://twitter.com/danagold7211/status/1286167906913583104,an_leavy,"The COVID carriers are the unethical workers who couldn't give a hoot for the standards that they must abide by. Lowest of the low. St Basils had the highest number of infected patients,many with dementia. The place has a huge cover up, and  staff were thrown out by Fed/govt.",2020-07-23 05:14:59+00:00,0,,
5447,1286163576240181249,https://twitter.com/notabbott/status/1286163576240181249,ddale8,"What if they're giving him the dementia test every day, and he thinks *that* is the COVID-19 test? ",2020-07-23 04:57:46+00:00,0,,
5448,1286161860199247876,https://twitter.com/LorraineBranna2/status/1286161860199247876,pizzanameisleo,"Same test as NSW... We do have the saliva option as a recent addition, which is used only on those that wouldnt b able to have a nasal/throat swab. eg: babies, severely disabled & possibly the elderly (dementia etc)",2020-07-23 04:50:57+00:00,0,,
5449,1286160949255139330,https://twitter.com/h0rk/status/1286160949255139330,Mom3309571490,"Jeeziz H. Fuck. We have people arguing which candidate could do better on a dementia test. We’re 3 months behind the rest of the planet fighting Covid. The DHS gestapo is taking over cities to arrest “violent graffiti” terrorists. And they fucked Bernie again. Yeah, I’m crying.",2020-07-23 04:47:20+00:00,0,,
5454,1286147786371629056,https://twitter.com/BehaviourAmelia/status/1286147786371629056,atrupar,"“None of it stuck, but one of the reasons it didn’t is that I took a test.” Apparently dementia tests are like COVID tests; you can only have it if the test says so, and that’s how you will stay... I guess? ",2020-07-23 03:55:02+00:00,0,,
5455,1286147517093220352,https://twitter.com/mickeyfoon/status/1286147517093220352,,"When I assess Covid-19 + people to see if they can continue recovery at home vs hospital, 1 question is ""Do they have dementia""? I don't *ask* them if they do. I can tell by how they handle the complex conversation that requires remembering dates  and  contacts.",2020-07-23 03:53:58+00:00,0,,
5456,1286143387955994624,https://twitter.com/moablocal/status/1286143387955994624,beinlibertarian,He won’t be on the ballot. He has dementia. COVID.,2020-07-23 03:37:33+00:00,0,,
5467,1286102986029035520,https://twitter.com/LorraineBranna2/status/1286102986029035520,,"of DEATH – Coronary Heart Disease (84 yrs), Dementia (88 yrs)  and  Stroke (86 yrs) It was also lower than the Median age of DEATHS from Pneumonia (89 yrs)  and  Influenza (82 yrs) –the Median age at DEATH for COVID-19 was 80 yrs. The Preliminary Calculations for Australia found ²/-",2020-07-23 00:57:01+00:00,0,,
5471,1286093603534602241,https://twitter.com/politicalmath/status/1286093603534602241,,"If anyone has any insight as to *why* Alzheimer and dementia deaths are so crazy high, I'd love to understand it better. Is it a ""dementia deaths are old people, so probably COVID"" thing? Something else? DMs are open ",2020-07-23 00:19:44+00:00,3,,
5472,1286087344249069568,https://twitter.com/NBerkheim/status/1286087344249069568,blueboysmama,"I work on a Covid unit in a nursing home. The residents are all dementia and alzheimer's patients. They just get frustrated and angry at times. It's okay, I haven't been kicked....yet.",2020-07-22 23:54:51+00:00,0,,
5475,1286080517423673346,https://twitter.com/RicKramer/status/1286080517423673346,RachelAlter007,Paul is proof that Covid can cause dementia,2020-07-22 23:27:44+00:00,0,,
5477,1286072010997731334,https://twitter.com/americastruth1/status/1286072010997731334,WhiteHouse,Why is it you can take a dementia test and apparently get it back immediately but the Covid test takes 2 weeks for results?,2020-07-22 22:53:56+00:00,0,,
5483,1286047358011285504,https://twitter.com/gray_wk/status/1286047358011285504,alzassociation,@SenTedCruz @RepFilemonVela I lost my husband to dementia last year  and  what I saw in normal conditions in these facilities was bad enough. Now that those with dementia are even denied visitation because of COVID we need your support for for them. #ENDALZ,2020-07-22 21:15:58+00:00,0,@SenTedCruz @RepFilemonVela,#ENDALZ
5488,1286044285348073475,https://twitter.com/JamesRuFletcher/status/1286044285348073475,CatherinePemble,Living the Big Society dream Blitz spirit nailed covid and now it'll kick dementia into touch..,2020-07-22 21:03:45+00:00,0,,
5490,1286039420366454784,https://twitter.com/stephk178/status/1286039420366454784,,Just finished @RossKemp’s ‘Living With #Dementia’. So hard to watch and how covid has worsened all of these situations is just heartbreaking.,2020-07-22 20:44:25+00:00,0,@RossKemp,#Dementia
5491,1286035666871242755,https://twitter.com/DangerHissy/status/1286035666871242755,SatyrosBrucato,"Thank you. She was elderly, had been showing signs of dementia, and lived in a covid hotspot in the USA so I'm not surprised, but it still hurts. 💚",2020-07-22 20:29:31+00:00,0,,
5493,1286028989849645057,https://twitter.com/DaveDolton/status/1286028989849645057,LEAD_Coalition,"""If you want optimism, stop reading and do something tangible to contribute to building the more perfect union envisioned in the Preamble to our Constitution."" Thank you @LEAD_Coalition #Covid_19 #dementia #systemicracism",2020-07-22 20:02:59+00:00,0,@LEAD_Coalition,#Covid_19 #dementia #systemicracism
5499,1286010201049649154,https://twitter.com/LibrarianVee/status/1286010201049649154,FrancisFaustina,I tell everybody now it takes proximity plus time plus restricted airflow to transmit covid. That’s why the most frequent co-morbidity with covid is dementia,2020-07-22 18:48:19+00:00,0,,
5507,1285992016460099589,https://twitter.com/TheBlueBubba/status/1285992016460099589,yungcheesus92,"Nurses in a covid unit are not trained to deal with dementia patients who don’t need to be put on a ventilator, fuck stick",2020-07-22 17:36:03+00:00,0,,
5509,1285990422825836546,https://twitter.com/Artstrada/status/1285990422825836546,,Dementia Tied to Olfaction; Preclinical Alzheimers Trial; Guillain-Barré and COVID-19 ,2020-07-22 17:29:44+00:00,0,,
5511,1285984980162818048,https://twitter.com/HCruysweegs/status/1285984980162818048,MooBozo,"Fewer deaths in June in the UK compared to average of last 5 years. Also a negative balance for top 9 causes of death heart disease, cancer, stroke, pneumonia, dementia. So covid has absorbed ALL of them. Hospitals are clearly bad for you too. What a con. ",2020-07-22 17:08:06+00:00,0,,
5518,1285976404606234624,https://twitter.com/YvonneSManson/status/1285976404606234624,,Productive #WorldBrainDay 🧠 lots of planning with #dementia ambassadors sharing knowledge an practice to improve outcomes #covid #relationships #HumanRights #visiting #communication #dementia #meaning #learning progress made with the strategy #coproduction #workforcedevelopment,2020-07-22 16:34:01+00:00,0,,#WorldBrainDay #dementia #covid #relationships #HumanRights #visiting #communication #dementia #meaning #learning #coproduction #workforcedevelopment
5524,1285968585370873859,https://twitter.com/HCruysweegs/status/1285968585370873859,LonsdaleKeith,"Fewer deaths in June compared to last 5 year average. Convid has cured top 9 regular causes of death: heart disease, cancer, stroke, dementia, pneumonia..all negative balances despite no treatments available. Hospitals are clearly bad for you and whatever you had,Covid cured it. ",2020-07-22 16:02:57+00:00,0,,
5531,1285960474924916739,https://twitter.com/AVFCFoundation/status/1285960474924916739,,"Those living Dementia have never been so isolated following COVID-19. Today we held our first virtual dementia café with existing participants and carers, providing opportunities to socialise and be physically active. For more information e-mail: 📧 michelle.king@avfc.co.uk ",2020-07-22 15:30:43+00:00,10,,
5532,1285957699201622019,https://twitter.com/sandicave420/status/1285957699201622019,Leslieoo7,"COVID, STD's, Dementia, Drug abuse.... so many tests",2020-07-22 15:19:42+00:00,0,,
5535,1285955153028419584,https://twitter.com/jackmorganplays/status/1285955153028419584,MooseAllain,"@MooseAllain What a touching post and what moving responses! Thank you. Hope remains. Love remains, above all else. If it interests you, longitudinal research examining links b/w mouth/gum bacteria  and  forms of dementia due to report this month, COVID allowing. Hope.",2020-07-22 15:09:35+00:00,0,@MooseAllain,
5536,1285951513576321026,https://twitter.com/derekfi77174766/status/1285951513576321026,,Do you know of any dementia day centres that have had to close down due to COVID-19 and or from lack of adequate funding from the local authority. If so would you be able to just give me the area and not the name of the centre necessarily.,2020-07-22 14:55:07+00:00,3,,
5540,1285946906653466625,https://twitter.com/VickiMcKenna/status/1285946906653466625,,NY's COVID disaster in two brutal charts. But Fauci thinks NY is a success story? The man has dementia! ,2020-07-22 14:36:48+00:00,4,,
5542,1285938991796301826,https://twitter.com/JDementiaCare/status/1285938991796301826,,"@alzheimerssoc CEO @KateLeeCEO talks about the emotional cost of being unable to visit her own mother, who lives with dementia, during the Covid-19 crisis. ",2020-07-22 14:05:21+00:00,0,@alzheimerssoc @KateLeeCEO,
5545,1285927275268104193,https://twitter.com/scoutkayaker/status/1285927275268104193,KimRuxton,"All underlying conditions can increase risk. I’m trying to deal with a 78 year old who has had 6 strokes, has congestive heart failure, diabetes and renal failure. Also has senile dementia so goes out without mask because doesn’t understand COVID risk.",2020-07-22 13:18:48+00:00,0,,
5548,1285924333601398784,https://twitter.com/SBResearchnurse/status/1285924333601398784,,Michael Andrews - expert by experience #dementia impact of COVID-19. ,2020-07-22 13:07:07+00:00,0,,#dementia
5549,1285923787381395456,https://twitter.com/1MikeMorris/status/1285923787381395456,,Dementia and Racism in the time of Covid 19 - making a very difficult time far worse - a must read: ,2020-07-22 13:04:56+00:00,0,,
