Date,Hashtags,Mentions,Permalink,Retweets,Text,Time,To,TweetID,Unnamed: 0
2020-07-25 20:23:25+00:00,#beggingyou,,https://twitter.com/Maggiedoll1/status/1287121298070675461,6,Please let us back into care homes to be with our loved ones they are not dying from Covid they are dying from loneliness and sadness thinking they have been abandoned by their families . My mum has dementia she needs us #beggingyou,2020-07-25,NicolaSturgeon,1287121298070675461,5126.0
2020-07-25 17:31:14+00:00,,,https://twitter.com/nxllxv/status/1287077966992650242,0,"i just want this covid shit to end already, i wanna see my nana. she got dementia, i don’t want her to forget me 🥺🥺",2020-07-25,,1287077966992650242,5132.0
2020-07-25 16:00:09+00:00,#dementia #COVID,,https://twitter.com/MAhealthforkids/status/1287055043431104514,0,My personal connection w/ #dementia died from #COVID seven weeks ago. I’m still recovering from the loss but I know that this is not 1 family’s journey. It MUST BE the goal of our society. Please read  and  RT. My father only suffered from COVID  and  dementia➡️so many endure racism too. ,2020-07-25,LEAD_Coalition,1287055043431104514,5138.0
2020-07-25 14:54:30+00:00,,,https://twitter.com/cblank988/status/1287038522399117319,0,I'm going to my Aunts funeral today. She had dementia. 84. We haven't been able to go visit her. Since the beginning of covid.,2020-07-25,rowen316,1287038522399117319,5146.0
2020-07-25 14:25:17+00:00,,,https://twitter.com/greeneyed_meg/status/1287031170442694658,0,Yes my mom has severe dementia and was in the hospital a few weeks ago. It was really traumatic for everyone because of the covid restrictions,2020-07-25,DeNovoReview92,1287031170442694658,5148.0
2020-07-25 11:57:45+00:00,,,https://twitter.com/FairMorayQuine/status/1286994040852971522,0,The fact you are making comparisons in itself is tasteless! My friend in Nottingham will be laying her mother to rest this coming week. She had Dementia but also caught Covid 19 which speeded up her decline. One death was to many to this virus... 😔,2020-07-25,Douglas4Moray,1286994040852971522,5154.0
2020-07-25 11:33:52+00:00,,,https://twitter.com/LegalJackI/status/1286988030365052928,0,"I may not be bright, according to you, but I dont lie, deny the existence of COVID, boast about passing a dementia test, make racist and bigoted comments nor cheat on my wife. I respect Democrats and Republicans alike and support candidates who are right for the job.",2020-07-25,myra16084428,1286988030365052928,5155.0
2020-07-25 10:22:10+00:00,,,https://twitter.com/GoodenoughLife/status/1286969989606641664,0,"My younger brother died in January aged only 44, boyfriend walked out mid February, finished freelance job end of February, COVID-19 hit shortly after. Not worked since. Dad’s got dementia and so also lost to me. You have kept me going, please come back soon 💗",2020-07-25,BootstrapCook,1286969989606641664,5156.0
2020-07-25 09:58:24+00:00,,@GISH,https://twitter.com/mitsukaai/status/1286964007950262273,0,"As such, I’ve been doing @GISH (that’s actually how I first entered the family), I’ve become active in my community (making food drop-offs for elderly during COVID)  and  I’ve started streaming games, where I advocate for mental illness awareness  and  living with dementia in your family",2020-07-25,mitsukaai,1286964007950262273,5159.0
2020-07-25 09:26:05+00:00,#COVID #UFOs,,https://twitter.com/cypherslut123/status/1286955875547189254,0,"this literally couldn't come at a worse time. Maxwell, #COVID death tolls, the absolute circus of the dementia test.... my personality consists mainly of staunch belief of all possibilities and encounters. until now :( #UFOs",2020-07-25,,1286955875547189254,5160.0
2020-07-25 08:30:16+00:00,,,https://twitter.com/zumba_lou1982/status/1286941828672114689,0,I’m not afraid! Im respectful of rules and people around me! My mum has dementia and I’ve protected her in my house with my family for the last 5 months! I’ve also watched my father in law die on a ventilator from covid and my sister in law work herself silly on a covid Ward!,2020-07-25,Francis_Hoar,1286941828672114689,5161.0
2020-07-25 08:27:06+00:00,,,https://twitter.com/KinseyAndrew/status/1286941029673902080,0,My grandparents live in Canada. My grandfather has dementia that's getting worse. I was supposed to visit in February but weather canceled the flights. Now I can't see them b/c of COVID-19. It's 4am and I realize I may never see them again. Everything sucks so much.,2020-07-25,,1286941029673902080,5162.0
2020-07-25 06:54:37+00:00,,,https://twitter.com/OptimisticCon/status/1286917757569646593,0,"God bless you for being there. Dear uncle died recently from COVID-19  and  complications; dementia patient, spent his final weeks quarantined in nursing home  and  then had to go to hospital for last few days, not understanding any of it. My cousins so grateful for tender-hearted staff.",2020-07-25,Vet91B,1286917757569646593,5164.0
2020-07-25 04:29:41+00:00,,,https://twitter.com/RobertFouquet/status/1286881283331809280,1,My step dads mother was in her 90s. She’s been in an old folks home with dementia and deteriorating health for years. She died (of old age) a month ago. They listed it as COVID. Absolute BS,2020-07-25,,1286881283331809280,5169.0
2020-07-25 03:51:15+00:00,,,https://twitter.com/totallyfearless/status/1286871611791028224,4,"The autopsies of COVID patients is concerning. Thrombi in the lungs. These can be managed with proper anticoagulation. If not, these can travel to the brain  and  cause TIAs. My father is in an Assisted Living Center due to Vascular Dementia from too many TIAs over time.",2020-07-25,kyho5,1286871611791028224,5173.0
2020-07-25 03:44:29+00:00,#vent #dementiasucks,,https://twitter.com/4444Charlie/status/1286869905980051456,0,"#vent #dementiasucks my mom has had dementia for about 4 years. Almost all of her friends have completely ignored her, no calls, no visits(before covid), nothing. She would have done anything for them and they can’t pick up a phone. She is so sad",2020-07-25,,1286869905980051456,5174.0
2020-07-25 02:34:27+00:00,,,https://twitter.com/PeoriaLori/status/1286852283737743364,0,"True for me and my grief. It’s coming out in anger. My mom has Parkinson’s and dementia, my brother’s health is not good. COVID quarantine missing family events. Ugh I’ve been going between crying and anger.",2020-07-25,PatrizAnnPorta,1286852283737743364,5178.0
2020-07-25 02:00:50+00:00,,,https://twitter.com/jay_beaner/status/1286843823742746624,0,"Poor Ethel, fighting fit apart from cancer, diabetes & dementia. She was looking forward to her 97th birthday but Covid-19 took her all too soon. Please wear a mask. Ethel meant more to us than 1500 more suicides a year, a devastated economy  and  generational debt.",2020-07-25,DanielAndrewsMP,1286843823742746624,5180.0
2020-07-25 01:44:58+00:00,,,https://twitter.com/_clearlystocks/status/1286839831029571586,0,"And should be duly noted as ""causes"" of death. My Grandmother died of old age and dementia just before this ""pandemic"" her nurse treating her told us if she died today it would be labeled as a covid death. So I highly doubt all these deaths are actually due to covid.",2020-07-25,altpoll,1286839831029571586,5183.0
2020-07-25 00:27:56+00:00,,,https://twitter.com/maudi63/status/1286820444134400001,0,My brother is in a state veterans nursing facility with dementia. Every weeknight I get an email from the facility with COVID case counts. There have been 0 in his facility in a few weeks and the other MA run facilities now have 0 cases too. ❤️ ,2020-07-25,TheRealHoarse,1286820444134400001,5189.0
2020-07-24 23:16:57+00:00,,,https://twitter.com/peacefulbuddh/status/1286802581579108353,0,"MY AUNT DIED IN A NYC NURSING HOME BECAUSE OF CUOMO. SHE DIED ALONE. MY UNCLE WAS NOT ALLOWED TO SEE HER. THEY WERE MARRIED OVER 45 YEARS! SHE HAD DEMENTIA, BUT HER BODY WAS HEALTHY BEFORE COVID. HIS POLICY KILLED HER. ",2020-07-24,bdomenech,1286802581579108353,5196.0
2020-07-24 23:16:02+00:00,,,https://twitter.com/peacefulbuddh/status/1286802351207014400,0,"MY AUNT DIED IN A NYC NURSING HOME BECAUSE OF CUOMO. SHE DIED ALONE. MY UNCLE WAS NOT ALLOWED TO SEE HER. THEY WERE MARRIED OVER 45 YEARS! SHE HAD DEMENTIA, BUT HER BODY WAS HEALTHY BEFORE COVID. HIS POLICY KILLED HER.",2020-07-24,bdomenech,1286802351207014400,5197.0
2020-07-24 22:42:17+00:00,,,https://twitter.com/pcove532/status/1286793855233396737,0,"My Uncle died of dementia in a nursing home. He was the only one there that ""supposedly"" had Covid. It was on his death certificate as cause of death. Never on ventilator. Basically stopped eating and drinking due to dementia. Very sketchy",2020-07-24,LATiffani1,1286793855233396737,5199.0
2020-07-24 16:05:09+00:00,,,https://twitter.com/twi33491526/status/1286693915693850624,1,"My daughter, a nurse on the Covid floor, spent a week out of work, sick and coughing ! This along with 6 other nurses who treated 1 patient, an elderly man with dementia, the other 6 nurses tested positive my daughter never did. A negative test isn’t 100% fact!",2020-07-24,obeewan,1286693915693850624,5233.0
2020-07-24 15:05:41+00:00,,,https://twitter.com/AmyLM1231/status/1286678950564036608,0,"I just learned my aunt has been taken off of oxygen and placed in hospice care. Hearing impaired, with dimentia, she cannot understand what’s going on or communicate with her caretakers, and she will die alone of COVID-19.",2020-07-24,,1286678950564036608,5240.0
2020-07-24 14:48:59+00:00,,,https://twitter.com/EriduSerpent/status/1286674748567687169,0,"I've lost my mum/my home in a house fire. She had dementia  and  we think she set little fires to kill the Covid-19 virus. She could see ""little virus animals"" everywhere. In borrowed housing until owners return. Then homeless. Insurance does not want to pay out as fire deliberate",2020-07-24,,1286674748567687169,5243.0
2020-07-24 13:28:46+00:00,,,https://twitter.com/ann_marcial/status/1286654560048742402,0,"Would you please re-tweet my tweet about the intersection of three pandemics: COVID-19, dementia, and systemic racism? ",2020-07-24,LEAD_Coalition,1286654560048742402,5252.0
2020-07-24 12:09:43+00:00,,,https://twitter.com/Illmarmaliseyah/status/1286634666636845057,0,"What is the matter with you? My 93 year old mother had full blown dementia living in a home but it was 100% the Covid that killed her, 100%. Conspiracy theorists are strange.",2020-07-24,TheAwaySection,1286634666636845057,5256.0
2020-07-24 09:44:18+00:00,,,https://twitter.com/annmarcos1/status/1286598070201978881,0,COVID makes it really difficult I looked after my late MIL dementia also she was the same not happy with others and would not go to any centre. Now that things are opening up can you get any respite? You need a well deserved break.,2020-07-24,smokey_will,1286598070201978881,5267.0
2020-07-24 09:00:09+00:00,,,https://twitter.com/Kaos_Vs_Control/status/1286586960660901888,1,"My Mom’s sister died at the age of 86 last night. She suffered from dementia but was fortunate to be in a caring LTC facility near my Mom’s home. Just the same, we were not able to with her due to the COVID quarantine in her last days. My Mom is ridden with guilt.",2020-07-24,,1286586960660901888,5269.0
2020-07-24 08:31:09+00:00,,,https://twitter.com/RobThunt89/status/1286579662995558404,0,My mum has dementia she doesn't even understand what covid is. No way can she wear a mask as she'll constantly be touching it taking it off as her memory is so poor. Some if you people piping off to non mask wearers are pure bullies,2020-07-24,CarlaSpade,1286579662995558404,5271.0
2020-07-24 08:22:27+00:00,,,https://twitter.com/deborahdicembre/status/1286577472981487616,0,That’s if you’re sick with Covid. My friends wife of 60 years has dementia. Neither of them have Covid.,2020-07-24,Cidinha34928645,1286577472981487616,5272.0
2020-07-24 07:06:27+00:00,,,https://twitter.com/harper_jenny/status/1286558348247171072,0,"My Mum had dementia for 8 years. I didn’t have to cope with COVID or distance, but it was heartbreaking. The staff at her care home were trained to counsel families, and I was in tears in their office many times. So hard. Big hugs xxx",2020-07-24,liz_fenwick,1286558348247171072,5275.0
2020-07-24 02:31:29+00:00,,,https://twitter.com/chickenswin1/status/1286489147796885504,0,Aaaaaahhhhhhhhhhh one of my grandmas care givers is sympathetic! She’s getting tested for COVID but like I’m praying my grandma doesn’t get it. I don’t want her to get it and be isolated with her dementia. Aaaahahhhhhhhhhhhh,2020-07-24,,1286489147796885504,5288.0
2020-07-24 02:26:01+00:00,,,https://twitter.com/sarcasticnerd80/status/1286487771121684482,0,"I’m not a fan of self-diagnosis but in light of COVID and my experience as a vet assistant, I’m fairly confident my senior dog has CCD...basically doggie dementia. 2020 SUCKS. 😢",2020-07-24,,1286487771121684482,5289.0
2020-07-24 00:48:47+00:00,#CNNTownHall #hisfightismyfight,,https://twitter.com/mibella1967/status/1286463305104621568,0,#CNNTownHall I'm the full time caregiver to my 87 year old father with dementia and aggressive prostate cancer. Why am I being refused a Covid Test? ##hisfightismyfight💙,2020-07-24,,1286463305104621568,5296.0
2020-07-24 00:16:23+00:00,#Covid_19 #economy #America #VoteBlueToEndThisNightmare,,https://twitter.com/MuleN40/status/1286455148248805376,0,🤡 Shows more concerned that he passed his dementia test rather than focusing on current events #Covid_19 #economy #America #VoteBlueToEndThisNightmare,2020-07-24,,1286455148248805376,5299.0
2020-07-23 21:15:23+00:00,,,https://twitter.com/Montyrk2/status/1286409598459510784,0,",,,,no nation wide plan to stop covid. No discernable plan to safe school opening. Race relations in the toilet. Economy sliding toward recession. He's taking dementia test. Question, who the fuck wants 4 more years being in this shitstorm? Nobody but MAGA.",2020-07-23,,1286409598459510784,5324.0
2020-07-23 21:02:35+00:00,,@ChristinaMilian,https://twitter.com/Spencer2671/status/1286406378874187776,0,"And now @ChristinaMilian like a tweet turning an awful day into a so so stay. Im not just saying it’s been an awful day to get attention. My grandpa is living the last few days of his life. Not due to covid, but because of Alzheimer’s and dementia. So made my day a little better.",2020-07-23,,1286406378874187776,5326.0
2020-07-23 20:50:05+00:00,,,https://twitter.com/gowonvibez/status/1286403233238470656,0,"not that anyone cares but my dad has covid now along with his dementia and bone cancer. He says covid feels awful. If he passes away, I will have lost one of the most important people in my life ❤",2020-07-23,,1286403233238470656,5331.0
2020-07-23 18:59:18+00:00,,,https://twitter.com/jackbro64620073/status/1286375351980118018,0,"My best friend had a relative that died of dementia and they were told she tested positive for corona but refused to show them the test results. His sister in law a nurse researched and discovered this particular senior care facility is receiving 50k for Covid deaths, Money $$$",2020-07-23,f27243023,1286375351980118018,5350.0
2020-07-23 17:46:59+00:00,,,https://twitter.com/AllBadThingsPod/status/1286357153989701633,0,"I just found out my grandparents were exposed to COVID. The circumstances are complicated, but I am equal parts incredibly upset and completely livid at the entire situation. They are 82 and 83 years old and my grandfather has dementia.",2020-07-23,,1286357153989701633,5358.0
2020-07-23 17:33:02+00:00,,,https://twitter.com/TBK365/status/1286353641851543552,1,"This is Bella, my dementia dad’s Covid support dog. She’s 9. We hope they’re a good match. We can test it out for a few days. ",2020-07-23,,1286353641851543552,5360.0
2020-07-23 17:17:08+00:00,,,https://twitter.com/LaurabethW/status/1286349643656433664,0,Man ya c I have all y’all info to please use and read. It is frightening but happening. I think I have covid AGAIN I HOPE IM WRONG BUT THIS WEEK SUCKS ASS SOOO AND MY BOUBEAGS IS SHIWIN SONE SIGNS OF DEMENTIA NOT FOR USE AS A PLEAIN COUET DEMENTIA ACTUALCKNFUSED AND MY❤️,2020-07-23,lady_dab,1286349643656433664,5364.0
2020-07-23 16:00:05+00:00,,,https://twitter.com/graceharing/status/1286330250935390208,0,"Today is my amazing mom’s birthday. She has a disease called Lewy Body Dementia and lives in a memory care home, so I haven’t been able to visit her due to COVID-19. ",2020-07-23,,1286330250935390208,5375.0
2020-07-23 14:44:59+00:00,,,https://twitter.com/2020_TkM/status/1286311353423101952,0,My dad is in a nursing home. Tested + for Covid 3 times now. No-one can tell us if we can see him. Theres no guidance! He must be wondering where we are  and  why hes been to 3 different places  and  all with strangers in PPE 😞 He has dementia  and  broke his hip,2020-07-23,KirstieMAllsopp,1286311353423101952,5382.0
2020-07-23 13:28:26+00:00,,,https://twitter.com/EricColumbus/status/1286292086384459776,3,"*May 2020* Sir, if you could talk about COVID and masks -- OBAMA UNMASKED FLYNN *July 2020* Sir, if you could talk about COVID and tests -- I ACED MY DEMENTIA TEST",2020-07-23,,1286292086384459776,5398.0
2020-07-23 13:23:20+00:00,,,https://twitter.com/hwatkins927/status/1286290802512142336,0,"Most welcome, it was lovely and so sorry for you and your family's loss. Lost my fave aunt/2nd mom to complications of dementia and Covid-19 in May.",2020-07-23,SirJoshBennett,1286290802512142336,5399.0
2020-07-23 13:04:31+00:00,,,https://twitter.com/sweet_ari_/status/1286286067650396161,0,My mom is a nurse. She works in the dementia unit of an old folks home here in my home town. She tested positive for Covid today. She came home this morning and apologized for how much she kisses and hugs me. I just wanna say that this life is so cruel. I'll never understand.,2020-07-23,,1286286067650396161,5402.0
2020-07-23 13:00:17+00:00,,,https://twitter.com/thomaswikjr2/status/1286285002205003776,0,"My COVID resolutions are to zoom my mom w/ dementia twice a week, be as present in this stage of my parents life as possible, be more patient and kind to myself, get into the woods/water WITHOUT my phone, find my recovery community and take a cheap trip next year.",2020-07-23,BlackBernieBabe,1286285002205003776,5403.0
2020-07-23 12:44:42+00:00,,,https://twitter.com/LouBouStar/status/1286281083600896000,0,"I cared for my mum every day before she went into the home, but to be honest she no longer knew who I was long before Covid. I do feel for those with Dementia who do know their family and don’t understand why they aren’t visiting. Dementia/Alzheimer’s are horrific...",2020-07-23,megandavidson,1286281083600896000,5407.0
2020-07-23 11:06:13+00:00,,,https://twitter.com/AnnieSage/status/1286256296530911232,0,"Your moms situation sounds eerily similar to my moms & my mother died in 2019 also and I’m also glad that she’s not around during Covid, because I know that she would’ve never survived it. She had dementia and throat cancer and had lots of outside helpers always at her house.",2020-07-23,blunden_brenda,1286256296530911232,5420.0
2020-07-23 10:38:42+00:00,,,https://twitter.com/dont_be_sheeple/status/1286249371256881153,0,"40% died in nursing homes you moron. 34% in NY & NJ. My aunt labeled a Covid death - 96 yrs old, Dementia, Dialysis, in a coma for weeks. Then placed in a Covid ward where she died a day later of natural causes. Think she’s the only one? This is a political sham you 🐑🐑🐑!",2020-07-23,TakeShove,1286249371256881153,5423.0
2020-07-23 07:58:09+00:00,#dementia #covid #artsandhealth #learninginmuseums #wellbeing #museumpractice,@MuseumofLondon @amyarts @gem_heritage,https://twitter.com/MarinaSpiteri2/status/1286208968331866114,3,Really looking forward to talking about the @MuseumofLondon's Memories of London programme alongside @amyarts! Thanks for inviting us @gem_heritage ! #dementia #covid #artsandhealth #learninginmuseums #wellbeing #museumpractice,2020-07-23,FranJeens,1286208968331866114,5434.0
2020-07-23 05:53:12+00:00,,,https://twitter.com/banffalex/status/1286177525878738945,0,"Totally agree Denise my dad is dying and getting frailer not of Covid but from his dementia . He can't understand why we can't go in , refuses to drink and eat . No Covid cases at all in the home . Not sure when we will be able to hold his hand or give him a kiss again again !",2020-07-23,RealDeniseWelch,1286177525878738945,5444.0
2020-07-23 03:26:53+00:00,#MadKing,,https://twitter.com/Hoopgreen/status/1286140700619345921,1,"“Person, woman, man, camera, TV.” Now I’ll have DHS teargas moms. I’ll make believe I care about COVID. I’ll read the teleprompter to try to improve my poll numbers all the while knowing I’m still the #MadKing who happened to pass a dementia test. ",2020-07-23,PodSaveAmerica,1286140700619345921,5457.0
2020-07-23 02:15:28+00:00,,,https://twitter.com/dainty_deathh/status/1286122730404876289,0,"so far this year my grandparents have almost died from covid, my other grandma was diagnosed with dementia, and my dog is dying so i’m having a great year",2020-07-23,,1286122730404876289,5462.0
2020-07-23 02:13:58+00:00,,,https://twitter.com/grouchywif_fox/status/1286122352951152643,2,"I was with my mom when the Dr gave her this test. She has early to mid dementia (was going to get a CT scan, then COVID hit and we have kept her at home. She can’t remember the convo about bills she had two hours ago, but she did quite well on this test. Even remembered the words",2020-07-23,Kweens__Inc,1286122352951152643,5463.0
2020-07-22 23:04:09+00:00,,,https://twitter.com/DummyBM/status/1286074583553105920,0,"Oh so he reckons it's gone does he? Tell that my my elderly mother with dementia who had to have a cotton bud shoved up her nose today for her 2nd covid test this year, along with all the other residents of her care home, because one of the staff tested positive! Grrr, that man!",2020-07-22,Antcon7062,1286074583553105920,5476.0
2020-07-22 22:35:06+00:00,,@XxVCFxX,https://twitter.com/xxtiffycattxx/status/1286067273975898112,0,I'm doing this for my friend @XxVCFxX because he recently lost his father to dementia and recovering from covid-19. He really needs all the help he can get. I'll post his paypal below so that someone out there can help him out. Thanks guys. ,2020-07-22,h3h3productions,1286067273975898112,5478.0
2020-07-22 22:29:11+00:00,,,https://twitter.com/JulietGilmore27/status/1286065785576792064,0,"I don’t wish anyone to have to take care of a dementia patient.. it’s exhausting  and  stressful  and  hard. My parents have taken a tole when it comes to taking care of my gpa,  and  bc covid is so bad we dont want to put him in a nursing home.. prayers needed for their strength  and  his.",2020-07-22,,1286065785576792064,5479.0
2020-07-22 18:50:22+00:00,,,https://twitter.com/yellerz/status/1286010719033532416,0,My daughter and I do this. Pre Covid we would spend time in the dementia unit at our local nursing home. Since we can’t hang out anymore we have started writing and my daughter colors pictures. I love the elderly. ♥️,2020-07-22,LoyalLocksmith,1286010719033532416,5498.0
2020-07-22 18:37:38+00:00,#GoColts,,https://twitter.com/JenniferKDawson/status/1286007513939415042,0,"I need my own place but due to my step mother's recent dementia diagnosis, I need to stay close. Saved for an RV for backyard but had to use some of it due to COVID. It would help gain my independance and my families reassurance I'm nearby if needed. Thank you! #GoColts",2020-07-22,JimIrsay,1286007513939415042,5501.0
2020-07-22 16:45:03+00:00,#carehomes,,https://twitter.com/KathrynRoyle/status/1285979181516566529,0,I am hearing only 1 consistent vistor to visit a loved one in #carehomes So my mum is quickly deteriorating with dementia thanks to Covid  and  we will have to choose between me or my brother who will get to see her until it's 'end of life.' How can we make that choice? Heartbreaking,2020-07-22,,1285979181516566529,5514.0
2020-07-22 16:40:25+00:00,,,https://twitter.com/freckles681/status/1285978012383666177,0,"research ? my partner works in social care,he worked in a dementia care home for 4 years. As I said, covid could easily have been brought in by relief staff or family do you disagree ? do you think ALL cases came from hospital settings ? is there any proof of that ?",2020-07-22,hutchesonstac,1285978012383666177,5515.0
2020-07-22 16:40:20+00:00,#carehomes,,https://twitter.com/KathrynRoyle/status/1285977993068851200,0,I truly hope robust risk assessments can be developed swiftly. I need to be able to visit my mum as Covid has accelerated her deterioration with dementia. No visits as she isn't 'end of life.' One visit a week won't be enough when you don't know how many are left. 😢 #carehomes,2020-07-22,,1285977993068851200,5516.0
2020-07-22 16:33:55+00:00,,,https://twitter.com/DrGrantGibson/status/1285976376370180097,0,I’m a dementia care lecturer/researcher. My very first thought when this started was that if covid gets into care homes it’d be devastating. And it was. You don’t need to be an expert to know that. Everyone in the sector knew it. Everyone involved in care of older people knew it.,2020-07-22,,1285976376370180097,5519.0
2020-07-22 14:53:22+00:00,,,https://twitter.com/Saxon1958/status/1285951074474524673,0,"My father died of pneumonia, frailty and dementia. He had been tested and cleared 3 times for Covid 19 but they still added suspected Covid 19 on his death certificate.",2020-07-22,BoerboelUK,1285951074474524673,5538.0
2020-07-22 14:01:43+00:00,#ENDALZ #dementia #Caregivers #FTD,,https://twitter.com/DebraonDementia/status/1285938076175470594,2,"Planning a Walk-A-Thon in my community for awareness regarding Alzheimer’s and related dementias. Also being conscientious about Covid, the theme is “Mask”querade” to be held in November. #ENDALZ #dementia #Caregivers #FTD",2020-07-22,,1285938076175470594,5544.0
2020-07-22 13:17:33+00:00,,,https://twitter.com/KatherineHall3/status/1285926962964434944,0,"My Mom died last month of covid. She was in a nursing home with dementia and COPD. I knew if she got it she couldn't beat it, with her lungs. The hardest part was not being able to see her, I visited every day before the shutdown. I know she didn't understand.",2020-07-22,SallyBunnell1,1285926962964434944,5546.0
2020-07-22 11:58:32+00:00,,,https://twitter.com/rosegardner52/status/1285907076087271424,0,"My husband (67) was in a mental health ward for assessment (He has dementia), he was discharged on 9th April without a test, we were told to self isolate for 2 weeks.There had been cases of covid 19 on the ward although they had been transferred elsewhere. No suggestion a test.",2020-07-22,Del_ivered,1285907076087271424,5556.0
2020-07-22 07:23:58+00:00,,,https://twitter.com/sarahni67659245/status/1285837978628235265,0,MPs should carry on working and finding a way to open day centres etc for the elderly and severely disabled. I am a carer for my grandmother who suffers with Dementia and also have 2 children with special needs. My job is 24/7 I have had no respite or support during Covid,2020-07-22,GMB,1285837978628235265,5569.0
2020-07-22 06:24:26+00:00,,,https://twitter.com/scallypants/status/1285822997845114880,0,"Even my Mother with dementia and no understanding of what has been going on with covid has said, ""why now after 4 months...?"" ",2020-07-22,ScottyKBF,1285822997845114880,5572.0
2020-07-22 06:14:35+00:00,,,https://twitter.com/renee6542/status/1285820517136531456,0,"My Mom has dementia  and  is in a nurs home. I haven't seen her excpt vidphone since mid-Mar. I worry CONSTANTLY. Her home reported a covid+ hlth aide last week. So far, it hasnt spread. My sis  and  I are HELPLESS. They test all residents/workers monthly since June but wish more often.",2020-07-22,gottbach,1285820517136531456,5574.0
2020-07-22 04:30:14+00:00,,,https://twitter.com/caitecat1209/status/1285794258444787712,0,It won't I'm also missing my mom Who's in a senior center from a broken femur and was also diagnosed with Alzheimer's and dementia. And cause of covid I haven't talked to OR seen her since March and feel like I have no one to talk to or who's there for me.,2020-07-22,emma_c_burton,1285794258444787712,5575.0
2020-07-22 04:13:35+00:00,,,https://twitter.com/sairentohiru/status/1285790066061635584,0,"Hoo boy, where to start? Broke my L hand, my dad was diagnosed with dementia  and  put into assisted living, finally got a job after a year+ of unemployment  and  was there all of 9 days before they shut down due to covid, moved at great financial/emotional cost, vandals, arm fucked up.",2020-07-22,erock3000,1285790066061635584,5577.0
2020-07-22 03:08:17+00:00,,,https://twitter.com/betzping/status/1285773635358203904,0,"Love this! My 91 year-old grandma with dementia just broke her hip and has been sent to a rehab facility with a confirmed covid case. It’s such a terrible time for our elders especially, and I’m thankful for this story of joy in the face of such sorrow.",2020-07-22,LynnLyerly,1285773635358203904,5580.0
2020-07-22 02:49:30+00:00,,,https://twitter.com/LydiaCornell/status/1285768908083847170,8,😢💜 My precious stepdad Chuck suddenly passed away. I am heartbroken. It was not Covid-related. He had dementia for awhile. I'm grateful for having so much fun with him in his twilight years. Thank you all for your love and prayers. Rest in peace 🙏💔💜 ❤️love you forever Chuck ,2020-07-22,,1285768908083847170,5581.0
2020-07-22 00:37:48+00:00,,,https://twitter.com/Hephaestus7/status/1285735762072395776,0,"My mother is a 90-year-old paranoid schizophrenic who has lapsed into dementia. Her oral communication is incoherent except when she has an episode of anger, which can last several days. Her sister recently died of severe dementia and tested positive for COVID-19.",2020-07-22,ArwaM,1285735762072395776,5588.0
2020-07-22 00:29:25+00:00,,,https://twitter.com/ConcussionProt3/status/1285733652870107142,0,10 hours before my Mom passed away an ambulance came. They stabilized her on scene. Never called a family member and then negotiated a life & death choice with my dementia Mom who was scared shit of Covid. They left at 11pm. My Mom was pronounced dead at 7:34am.,2020-07-22,,1285733652870107142,5589.0
2020-07-21 23:32:56+00:00,,,https://twitter.com/Hephaestus7/status/1285719438583619586,1,"My aunt, who suffered from dementia, died in the spring and contracted COVID-19 while a patient in a hospital palliative care ward. You may recall that my uncle had one of his legs amputated due to poor circulation resulting in gangrene. He is now scheduled to have his remaining",2020-07-21,,1285719438583619586,5598.0
2020-07-21 23:19:30+00:00,,,https://twitter.com/Ruth_HHopkins/status/1285716058545020929,22,"Thankfully I was able to get my mom out of a nursing home a few months ago, but my dad is still in one because he has terminal cancer & vascular dementia  and  needs 24/7 medical care. I just found out one of his caregivers has COVID-19. He is being tested now.",2020-07-21,,1285716058545020929,5599.0
2020-07-21 21:27:06+00:00,#TheFive,,https://twitter.com/NinaB26/status/1285687771944886278,7,"My friend’s 96-yr-old mother, in a nursing home, had covid and he demanded they give her hydroxy, a z-pak, and zinc. All dementia aside, she lives to see another day! Actually months, at this point! #TheFive",2020-07-21,,1285687771944886278,5602.0
2020-07-21 21:18:20+00:00,#meaningfulconnections #dementia,@dorthe_7 @MeaningfulCareM,https://twitter.com/MikePTrain/status/1285685566269464576,4,"Beautiful article from my amazing colleague @dorthe_7 @MeaningfulCareM about Covid-19 and its impact on connections. The power or #meaningfulconnections can't be overestimated for us all. Especially, people with #dementia and their loved ones. ",2020-07-21,,1285685566269464576,5604.0
2020-07-21 21:02:57+00:00,,,https://twitter.com/asapdorito/status/1285681696386551814,0,"Every single time somebody says they don’t care if they get covid, or it’s a hoax, or wearing a mask takes away their freedom, it is a literal punch in the face to my residents with dementia who cannot comprehend why “the virus” took their families away.",2020-07-21,,1285681696386551814,5608.0
2020-07-21 20:09:31+00:00,,,https://twitter.com/amidala420/status/1285668248466358277,0,A family member of mine finally has Covid. She has dementia and is living in a nursing home. They have been locked down and are taking a lot of precautions. My family is SHOCKED that this could happen and I’m just. 👁👁,2020-07-21,,1285668248466358277,5613.0
2020-07-21 19:50:15+00:00,#COVID #Americans #BoneSpurs,,https://twitter.com/Trumptweets2020/status/1285663397678329857,24,Haters call me a HYPOCRITE for having myself tested for #COVID several times a day while trying to cut funds for testing #Americans! Totally different! Most people aren’t obese elderly men with dementia  and  #BoneSpurs! Testing ME keeps ME safe  and  that’s ALL that REALLY matters!,2020-07-21,,1285663397678329857,5614.0
